Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Gurney, R.M., Dunlap, R.E., Caniglia, B.S.","56742961700; 7103329527; 6504762866","Climate Change SOS: Addressing Climate Impacts within a Climate Change Spiral of Silence",2022,"Society and Natural Resources",,"",,,,,,10.1080/08941920.2022.2102702,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85135809655&partnerID=40&md5=3550d438c633ae717ccc295809d1bd4a",Article,Article in Press,"",Scopus,2-s2.0-85135809655
"White, A.C., Saikkonen, I.A.-L.","57022154600; 56544559500","New Perspectives on Electoral Politics and Policy under Putin",2022,"Russian Politics",7,"2",,167,182,,,10.30965/24518921-00604016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85135763067&partnerID=40&md5=d3ca23e6d05c9e693cff477a3bfb4e40",Article,Final,"",Scopus,2-s2.0-85135763067
"Harris, A.S., Meyer-Sahling, J.-H., Mikkelsen, K.S., Schuster, C., Seim, B., Sigman, R.","56003292300; 6507129282; 55889097600; 57188769754; 57192171868; 57202579547","Varieties of connections, varieties of corruption: Evidence from bureaucrats in five countries",2022,"Governance",,"",,,,,,10.1111/gove.12714,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85135474269&partnerID=40&md5=b0ac33ea3c2d909a3781791e895a6c18",Article,Article in Press,"All Open Access, Green",Scopus,2-s2.0-85135474269
"Joubert, T.","57824636600","Bridging bureaucracy and activism: Challenges of activist state-work in the 1980s Greater London Council",2022,"Urban Studies",,"",,,,,,10.1177/00420980221104594,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85135147390&partnerID=40&md5=895e116c64ac3f0d80d83ddbfd6fb049",Article,Article in Press,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85135147390
"Kim, T.","57198491843","Cultural politics of Netflix in local contexts: A case of the Korean media industries",2022,"Media, Culture and Society",,"",,,,,,10.1177/01634437221111917,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85135140216&partnerID=40&md5=4631543f5ddf665933f39eca7d637046",Article,Article in Press,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85135140216
"Moccia, F.D.","57198055218","All the Layers of an Ecological Commitment at the Frontier: Ian McHarg, Design with Nature, 1969",2022,"Urban Book Series",,"",,69,78,,,10.1007/978-3-030-93107-0_5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85135030390&partnerID=40&md5=00f1d00bb063a0d5fe3fe4068bd26691",Book Chapter,Final,"",Scopus,2-s2.0-85135030390
"Bro, N.","57221563924","The structure of political conflict. The oligarchs and the bourgeoisie in the Chilean Congress, 1834–1894",2022,"Theory and Society",,"",,,,,,10.1007/s11186-022-09491-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85134715037&partnerID=40&md5=41ff75b9092da45d7e7d43c2f120a610",Article,Article in Press,"",Scopus,2-s2.0-85134715037
"Scoggins, S.E.","56120257200","Authoritarian Policing Under Xi Jinping",2022,"Journal of Chinese Political Science",,"",,,,,,10.1007/s11366-022-09825-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85134655151&partnerID=40&md5=b00f62186e71a5c5e3e642f4bb2d79ec",Article,Article in Press,"",Scopus,2-s2.0-85134655151
"Talal, O.","57809313100","Fragmentation of Political Authority and Bureaucratic Entrepreneurship: Explaining Instances of Minority Accommodation in Israel and Estonia",2022,"Comparative Political Studies",,"",,,,,,10.1177/00104140221115175,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85134408550&partnerID=40&md5=4b2c23822f2533fa7e2b6a9ec28ae9d8",Article,Article in Press,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85134408550
"Ricks, J.I.","55251538500","The politics of institutional reform: Vulnerability and bureaucratic independence in Southeast Asian agriculture",2022,"Asian Politics and Policy",,"",,,,,,10.1111/aspp.12653,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85133952158&partnerID=40&md5=659aa4b6854e0c0dd44fcaf7277c26ac",Article,Article in Press,"",Scopus,2-s2.0-85133952158
"Vagliasindi, M., Cordella, T., Clifton, J.","14833623000; 6603055192; 14040055500","Introduction: Revisiting the Role of State-Owned Enterprises in Strategic Sectors",2022,"Journal of Economic Policy Reform",,"",,,,,,10.1080/17487870.2022.2080409,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85133911009&partnerID=40&md5=b5e3c4961291ee41c5a51637d342294e",Article,Article in Press,"",Scopus,2-s2.0-85133911009
"Chrysis, A.","57208803164","The Marx of Communism and the Communist Cause of Our Time",2022,"Marx, Engels, and Marxisms",,"",,205,234,,,10.1007/978-3-031-06742-6_6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85133540330&partnerID=40&md5=cff834f29487c64c5d8cf5498a7b5006",Book Chapter,Final,"",Scopus,2-s2.0-85133540330
"Hammond, T.","55747468200","Making the Millet Common: Rethinking Authoritarian Politics Through Commemoration Following Turkey’s July 2016 Coup Attempt",2022,"ACME",21,"3",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85133529054&partnerID=40&md5=e81cf9d9a7956c864ef6279938736485",Article,Final,"",Scopus,2-s2.0-85133529054
"Kauko, J.","24467871700","Politics of evidence: Think tanks and the Academies Act",2022,"British Educational Research Journal",,"",,,,,,10.1002/berj.3824,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85133441034&partnerID=40&md5=abe20ec65f5ec7439f7cda59a362d83f",Article,Article in Press,"",Scopus,2-s2.0-85133441034
"Guimarães, T.C.A., Bernado, E.S., Borde, A.M.","57777858500; 57194618949; 57779893300","Street-level Bureaucracy in Teacher Discretionary Power | A Burocracia de Nível de Rua na Discricionariedade Docente",2022,"Educacao and Realidade",47,"", e110669,,,,,10.1590/2175-6236110669vs02,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85133385745&partnerID=40&md5=a1e7c36fd3d7a7925239da03c57aedc9",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85133385745
"Shinoda, T.","7201716772","The Japanese prime minister and the executive institutional setting",2022,"Asian Journal of Comparative Politics",,"",,,,,1,10.1177/20578911221107189,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85133234386&partnerID=40&md5=e896f013bfe8beaadaf6d429f74123dc",Article,Article in Press,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85133234386
"Paszat, E.","57194205523","Organizing under pressure: authoritarianism, respectability politics, and lgbt advocacy in Rwanda",2022,"Social Movement Studies",,"",,,,,,10.1080/14742837.2022.2072287,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85132658642&partnerID=40&md5=1b3945cefbd56e56e5e0badfb465c569",Article,Article in Press,"",Scopus,2-s2.0-85132658642
"Strunz, S.","57222553432","Life Writing as Micropolitics: Prussian CVs at the Dawn of Bureaucratic Meritocracy",2022,"Life Writing",,"",,,,,,10.1080/14484528.2022.2086439,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85132173591&partnerID=40&md5=342fd788af4affaacee24552be84a94e",Article,Article in Press,"",Scopus,2-s2.0-85132173591
"Gupta, P., Chhibber, P.","55633940200; 6602738346","Bureaucratic connections and local development: A study of Palwal district in India",2022,"Regional and Federal Studies",,"",,,,,,10.1080/13597566.2022.2086864,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85132161626&partnerID=40&md5=3c3802dbaeaf04180ad4f078f1cd85e9",Article,Article in Press,"",Scopus,2-s2.0-85132161626
"Mazur, J., Serafin, M.","57254738600; 57191342485","Stalling the State: How Digital Platforms Contribute to and Profit From Delays in the Enforcement and Adoption of Regulations",2022,"Comparative Political Studies",,"",,,,,,10.1177/00104140221089651,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85131560978&partnerID=40&md5=a613ae943144c7d62290e157007cfff8",Article,Article in Press,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85131560978
"Philipson Isaac, S.","57715289400","Temporal dispossession through migration bureaucracy: on waiting within the asylum process in Sweden | ‘Temporal dispossession’ genom välfärdsbyråkrati: Om väntan inom asylprocessen i Sverige",2022,"European Journal of Social Work",,"",,,,,,10.1080/13691457.2022.2077317,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85130982060&partnerID=40&md5=7c51c6667065ffdfcc6e6039e1fc51e9",Article,Article in Press,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85130982060
"Andro, G.","36170472200","An administration without domination? The constitutional project of 1790 or the ephemeral democratic 'modernisation' of territorial administration (1789-1793) | Une administration sans domination ? Le projet constitutionnel de 1790 ou l'éphémère «modernisation» démocratique de l'administration territoriale (1789-1793)",2022,"Melanges de la Casa de Velazquez",,"1-52",,25,41,,,10.4000/mcv.15709,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85130523770&partnerID=40&md5=64dba40ed045882a1d0348e2ad340457",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85130523770
"Dommett, K., Zhu, J.","55581204900; 57700000300","The barriers to regulating the online world: Insights from UK debates on online political advertising",2022,"Policy and Internet",,"",,,,,,10.1002/poi3.299,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85130408548&partnerID=40&md5=26adda3e3d5b61c2bfa122d7d367a18f",Article,Article in Press,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85130408548
"Weber, M.A., Backer, T.E., Brubach, A.","55855259000; 7003831067; 57205331540","Creating the HHS COVID-19 Public Education Media Campaign: Applying Systems Change Learnings",2022,"Journal of Health Communication",27,"3",,201,207,,1,10.1080/10810730.2022.2067272,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85130064987&partnerID=40&md5=06c946f23339f75344889251c637e357",Article,Final,"",Scopus,2-s2.0-85130064987
"Tippin, C.","57224512629","Ranked-out waterscapes: an ethnography of resistance and exclusion in a U.S.-Mexico border colonia",2022,"Journal of Political Ecology",29,"1",,208,225,,,10.2458/JPE.4868,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85129751721&partnerID=40&md5=c69bc965a46e8cd1c993fd797ee99fdb",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85129751721
"Veit, S.","57103174400","Preservation of Differences or Adaptation to Western Germany? Descriptive Representation, Career Patterns and Politicisation of Top Civil Servants in Eastern Germany",2022,"German Politics",,"",,,,,,10.1080/09644008.2022.2061463,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85129296372&partnerID=40&md5=472d795dc6f6af57482c50772725c5fc",Article,Article in Press,"",Scopus,2-s2.0-85129296372
"Begović, M.","57191912847","Corruption in sports: Lessons from Montenegro",2022,"International Review for the Sociology of Sport",,"",,,,,,10.1177/10126902221094186,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85129287703&partnerID=40&md5=12d01d00ba5199c97e928ccd86f3a286",Article,Article in Press,"",Scopus,2-s2.0-85129287703
"Zarb, S., Taylor, K.","57660072700; 57203824631","Uneven local implementation of federal policy after disaster: Policy conflict and goal ambiguity",2022,"Review of Policy Research",,"",,,,,,10.1111/ropr.12478,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85129243543&partnerID=40&md5=deb5b3076dfca61d6c4fb5c63638f7ca",Article,Article in Press,"",Scopus,2-s2.0-85129243543
"Shatkin, G., Braswell, T.H., Martinus, M.","6507310551; 57202462634; 57656128800","Mapping and the politics of informality in Jakarta",2022,"Urban Geography",,"",,,,,,10.1080/02723638.2022.2059321,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85129165191&partnerID=40&md5=5217380a5569aebce9f9638289052644",Article,Article in Press,"",Scopus,2-s2.0-85129165191
"Puygrenier, L.","57221118192","Bureaucracy and the politics of time in state-business relations: Waiting to recruit migrant labour in Mauritius",2022,"Theory and Society",,"",,,,,,10.1007/s11186-022-09479-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85129082652&partnerID=40&md5=e472feb530c50736d35b7f22d9d82a22",Article,Article in Press,"",Scopus,2-s2.0-85129082652
"Lee, Z.Y.","57644211800","Implementation of agrarian reform in North Sumatra, Indonesia: The productiveness of institutional fragmentation",2022,"Environment and Planning C: Politics and Space",,"",,,,,,10.1177/23996544221094912,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85128952375&partnerID=40&md5=3041bc93e7d80269c4b060fba955c3ed",Article,Article in Press,"All Open Access, Green",Scopus,2-s2.0-85128952375
"Malandrino, A.","57219296291","‘Lonely’: education policies and their reception, between indigestible carrots and demands for proper regulation",2022,"Contemporary Italian Politics",14,"2",,275,288,,,10.1080/23248823.2022.2061116,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85128808548&partnerID=40&md5=61588c37d475dbf0173c717660398b62",Article,Final,"",Scopus,2-s2.0-85128808548
"Bukari, K.N.","56875404900","Violent farmer–herder conflicts in Ghana: constellation of actors, citizenship contestations, land access and politics",2022,"Canadian Journal of African Studies",,"",,,,,,10.1080/00083968.2022.2031235,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85128071793&partnerID=40&md5=8ad1134dea68a62422e018c4321fc476",Article,Article in Press,"",Scopus,2-s2.0-85128071793
"Trangbæk, A.","57571817900","Does the cradle of power exist? Sequence analysis of top bureaucrats' career trajectories",2022,"Governance",,"",,,,,,10.1111/gove.12688,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85127973149&partnerID=40&md5=8d472c0d1ffc2636da5cd9acfc507e7b",Article,Article in Press,"",Scopus,2-s2.0-85127973149
"Schneewind, S.","22959138300","Pavilions to Celebrate Honest Officials: An Authenticity Dilemma in Fifteenth-Century China",2022,"Journal of the Economic and Social History of the Orient",65,"1-2",,164,213,,,10.1163/15685209-12341565,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85127889189&partnerID=40&md5=bd42638d49b6f8c482e1ea04ef303341",Article,Final,"",Scopus,2-s2.0-85127889189
"Magara, I.S.","57564833000","Complexities of international mediation at sub-regional levels in Africa: lessons from South Sudan",2022,"Journal of Aggression, Conflict and Peace Research",,"",,,,,,10.1108/JACPR-01-2022-0669,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85127717113&partnerID=40&md5=ff1b9893660fd9530bcd6889f5ef87ef",Article,Article in Press,"",Scopus,2-s2.0-85127717113
"Moynihan, D.","56354967100","Delegitimization, Deconstruction and Control: Undermining the Administrative State",2022,"Annals of the American Academy of Political and Social Science",699,"1",,36,49,,1,10.1177/00027162211069723,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85127434789&partnerID=40&md5=62c533f1ad0a395dd1c930b23e0a45b1",Article,Final,"",Scopus,2-s2.0-85127434789
"Hand, I.","57189938850","“If the Municipality Cannot Do It!”: Negotiating the Boundary between State and Society in Early Republican Turkish Cities",2022,"Journal of Urban History",,"",,,,,,10.1177/00961442221083258,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85127233008&partnerID=40&md5=3349f42e8cc09acdf3f8ada57f838ec9",Article,Article in Press,"",Scopus,2-s2.0-85127233008
"Öktem Ünsal, B.","57486323300","The regressive planning practice of private sector planners under the pressure of political and market forces in Turkey",2022,"European Planning Studies",,"",,,,,,10.1080/09654313.2022.2049217,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85126183524&partnerID=40&md5=cabad2a647fcc26f95ad01713a9f790b",Article,Article in Press,"",Scopus,2-s2.0-85126183524
"Rijshouwer, E.A., van Zoonen, L.","57200298378; 6603112927","Doing Research With a Gamified Survey: Reflections From Smart City Research",2022,"Social Science Computer Review",,"",,,,,,10.1177/08944393211073508,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85126026364&partnerID=40&md5=e470acb3e3dfbdec7f4670df3a27b41c",Article,Article in Press,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85126026364
"Colbrook, S.","57219051491","Clandestine Networks and Closeted Bureaucrats: AIDS and the Forming of a Gay Policy Network in California",2022,"Journal of Policy History",34,"1",,60,90,,,10.1017/S0898030621000269,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85125285184&partnerID=40&md5=7b6c1b46c25c4232b27c84080ad212ba",Article,Final,"",Scopus,2-s2.0-85125285184
"Smits, F.","57441240000","Intimate standardisation: how the activating welfare state localises citizens and standardises welfare",2022,"Citizenship Studies",26,"2",,184,202,,,10.1080/13621025.2022.2036104,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85124075986&partnerID=40&md5=a8455d171a69fb3f2a074d3235961008",Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85124075986
"Sarjiyati, S., Haryani, A.T., Sutrisno, B.H.","57216875788; 57216884518; 57439210500","Organizing Quality and Healthy Election Amid the Coronavirus Disease 2019 Pandemic: Election Health Protocol Policies and Neutrality of State Civil Servants",2022,"Open Access Macedonian Journal of Medical Sciences",10,"",,141,144,,,10.3889/oamjms.2022.8199,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85124046275&partnerID=40&md5=8308f437be74768d16bbe0ca9649eee9",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85124046275
